,ID,Last,First,Player debut,Mgr debut,Coach debut,Ump debut,start_date,full_name
17855,stowc001,Stowers,Chris,07/10/1999,,,,1999-07-10,Chris Stowers
17857,stram001,Strahm,Matt,07/31/2016,,,,2016-07-31,Matt Strahm
17859,strad003,Straily,Dan,08/03/2012,,,,2012-08-03,Dan Straily
17861,stral001,Straker,Les,04/11/1987,,,,1987-04-11,Les Straker
17867,strad002,Strange,Doug,07/13/1989,,,,1989-07-13,Doug Strange
17868,strap001,Strange,Pat,09/13/2002,,,,2002-09-13,Pat Strange
17869,stras001,Strasburg,Stephen,06/08/2010,,,,2010-06-08,Stephen Strasburg
17871,strac001,Stratton,Chris,05/30/2016,,,,2016-05-30,Chris Stratton
17876,strar001,Strausborger,Ryan,08/05/2015,,,,2015-08-05,Ryan Strausborger
17878,strad001,Strawberry,Darryl,05/06/1983,,,,1983-05-06,Darryl Strawberry
17880,streh001,Street,Huston,04/06/2005,,,,2005-04-06,Huston Street
17890,strih001,Strickland,Hunter,09/01/2014,,,,2014-09-01,Hunter Strickland
17892,stris001,Strickland,Scott,08/14/1999,,,,1999-08-14,Scott Strickland
17899,strir001,Stripling,Ross,04/08/2016,,,,2016-04-08,Ross Stripling
17901,strim001,Strittmatter,Mark,09/03/1998,,04/01/2003,,1998-09-03,Mark Strittmatter
17906,strom001,Stroman,Marcus,05/04/2014,,,,2014-05-04,Marcus Stroman
17909,stroj002,Strong,Jamal,09/02/2003,,,,2003-09-02,Jamal Strong
17910,stroj001,Strong,Joe,05/11/2000,,,,2000-05-11,Joe Strong
17911,strop001,Strop,Pedro,08/28/2009,,,,2009-08-28,Pedro Strop
17914,stros101,Stroughter,Steve,04/07/1982,,,,1982-04-07,Steve Stroughter
17924,stubd001,Stubbs,Drew,08/19/2009,,,,2009-08-19,Drew Stubbs
17925,stubf001,Stubbs,Franklin,04/28/1984,,,,1984-04-28,Franklin Stubbs
17930,stule001,Stull,Everett,04/14/1997,,,,1997-04-14,Everett Stull
17931,stule002,Stults,Eric,09/05/2006,,,,2006-09-05,Eric Stults
17935,stumd001,Stumpf,Daniel,04/07/2016,,,,2016-04-07,Daniel Stumpf
17937,stupj001,Stuper,John,06/01/1982,,,,1982-06-01,John Stuper
17938,sturt002,Sturdevant,Tyler,05/24/2016,,,,2016-05-24,Tyler Sturdevant
17944,sturt001,Sturtze,Tanyon,05/03/1995,,,,1995-05-03,Tanyon Sturtze
17945,stutm001,Stutes,Michael,04/25/2011,,,,2011-04-25,Michael Stutes
17948,stync001,Stynes,Chris,05/19/1995,,,,1995-05-19,Chris Stynes
17950,suara001,Suarez,Albert,05/08/2016,,,,2016-05-08,Albert Suarez
17951,suare001,Suarez,Eugenio,06/04/2014,,,,2014-06-04,Eugenio Suarez
17959,sucrj001,Sucre,Jesus,05/24/2013,,,,2013-05-24,Jesus Sucre
17964,suerw001,Suero,William,04/09/1992,,,,1992-04-09,William Suero
17970,sulag101,Sularz,Guy,09/02/1980,,,,1980-09-02,Guy Sularz
17979,sullc001,Sullivan,Cory,04/04/2005,,,,2005-04-04,Cory Sullivan
18000,sullm001,Sullivan,Marc,10/01/1982,,,,1982-10-01,Marc Sullivan
18007,sulls001,Sullivan,Scott,05/06/1995,,,,1995-05-06,Scott Sullivan
18029,suppj001,Suppan,Jeff,07/17/1995,,,,1995-07-17,Jeff Suppan
18031,surhb001,Surhoff,B.J.,04/08/1987,,,,1987-04-08,B.J. Surhoff
18032,surhr001,Surhoff,Rich,09/08/1985,,,,1985-09-08,Rich Surhoff
18033,surke001,Surkamp,Eric,08/27/2011,,,,2011-08-27,Eric Surkamp
18035,susaa001,Susac,Andrew,07/26/2014,,,,2014-07-26,Andrew Susac
18038,susds001,Susdorf,Steve,07/25/2013,,,,2013-07-25,Steve Susdorf
18043,suteb001,Suter,Brent,08/19/2016,,,,2016-08-19,Brent Suter
18048,suthl101,Sutherland,Leo,08/11/1980,,,,1980-08-11,Leo Sutherland
18050,sutkg001,Sutko,Glenn,10/03/1990,,,,1990-10-03,Glenn Sutko
18054,suttd002,Sutton,Drew,07/02/2009,,,,2009-07-02,Drew Sutton
18057,suttl001,Sutton,Larry,08/17/1997,,,,1997-08-17,Larry Sutton
18058,suzui001,Suzuki,Ichiro,04/02/2001,,,,2001-04-02,Ichiro Suzuki
18059,suzuk001,Suzuki,Kurt,06/12/2007,,,,2007-06-12,Kurt Suzuki
18060,suzum001,Suzuki,Mac,07/07/1996,,,,1996-07-07,Mac Suzuki
18061,sveud001,Sveum,Dale,05/12/1986,9/16/2008,04/04/2004,,1986-05-12,Dale Sveum
18063,swagb001,Swaggerty,Bill,08/13/1983,,,,1983-08-13,Bill Swaggerty
18068,swanr001,Swan,Russ,08/03/1989,,,,1989-08-03,Russ Swan
18071,swanp001,Swann,Pedro,09/09/2000,,,,2000-09-09,Pedro Swann
18073,swand001,Swanson,Dansby,08/17/2016,,,,2016-08-17,Dansby Swanson
18082,sward001,Swartzbaugh,Dave,09/03/1995,,,,1995-09-03,Dave Swartzbaugh
18084,swara001,Swarzak,Anthony,05/23/2009,,,,2009-05-23,Anthony Swarzak
18089,sweeb001,Sweeney,Brian,08/16/2003,,,,2003-08-16,Brian Sweeney
18093,sweed001,Sweeney,Darnell,08/20/2015,,,,2015-08-20,Darnell Sweeney
18098,sweem001,Sweeney,Mark,08/04/1995,,,,1995-08-04,Mark Sweeney
18099,sweem002,Sweeney,Mike,09/04/1995,,,,1995-09-04,Mike Sweeney
18103,sweer001,Sweeney,Ryan,09/01/2006,,,,2006-09-01,Ryan Sweeney
18112,swifb001,Swift,Bill,06/07/1985,,,,1985-06-07,Bill Swift
18116,swihb001,Swihart,Blake,05/02/2015,,,,2015-05-02,Blake Swihart
18117,swing001,Swindell,Greg,08/21/1986,,,,1986-08-21,Greg Swindell
18120,swinr001,Swindle,R.J.,07/07/2008,,,,2008-07-07,R.J. Swindle
18121,swinp001,Swingle,Paul,09/07/1993,,,,1993-09-07,Paul Swingle
18122,swisn001,Swisher,Nick,09/03/2004,,,,2004-09-03,Nick Swisher
18124,switj001,Switzer,Jon,08/02/2003,,,,2003-08-02,Jon Switzer
18130,syndn001,Syndergaard,Noah,05/12/2015,,,,2015-05-12,Noah Syndergaard
18131,szczm001,Szczur,Matt,08/17/2014,,,,2014-08-17,Matt Szczur
18134,szumj001,Szuminski,Jason,04/11/2004,,,,2004-04-11,Jason Szuminski
18136,tabaj001,Tabaka,Jeff,04/19/1994,,,,1994-04-19,Jeff Tabaka
18137,tabaj002,Tabata,Jose,06/09/2010,,,,2010-06-09,Jose Tabata
18141,tablp001,Tabler,Pat,08/21/1981,,,,1981-08-21,Pat Tabler
18142,tabog001,Tabor,Greg,09/10/1987,,,,1987-09-10,Greg Tabor
18144,tackj001,Tackett,Jeff,09/11/1991,,,,1991-09-11,Jeff Tackett
18145,tadak001,Tadano,Kazuhito,04/27/2004,,,,2004-04-27,Kazuhito Tadano
18147,tagus001,Taguchi,So,06/10/2002,,,,2002-06-10,So Taguchi
18148,taijt001,Taijeron,Travis,08/26/2017,,,,2017-08-26,Travis Taijeron
18149,tailj001,Taillon,Jameson,06/08/2016,,,,2016-06-08,Jameson Taillon
18151,takah001,Takahashi,Hisanori,04/07/2010,,,,2010-04-07,Hisanori Takahashi
18152,takak001,Takahashi,Ken,05/02/2009,,,,2009-05-02,Ken Takahashi
18153,takas001,Takatsu,Shingo,04/09/2004,,,,2004-04-09,Shingo Takatsu
18157,talbm001,Talbot,Mitch,09/15/2008,,,,2008-09-15,Mitch Talbot
18159,tallb001,Tallet,Brian,09/16/2002,,,,2002-09-16,Brian Tallet
18161,tam-j001,Tam,Jeff,06/30/1998,,,,1998-06-30,Jeff Tam
18164,tanak001,Tanaka,Kensuke,07/09/2013,,,,2013-07-09,Kensuke Tanaka
18165,tanam001,Tanaka,Masahiro,04/04/2014,,,,2014-04-04,Masahiro Tanaka
18167,tankd001,Tankersley,Dennis,05/10/2002,,,,2002-05-10,Dennis Tankersley
18169,tankt001,Tankersley,Taylor,06/03/2006,,,,2006-06-03,Taylor Tankersley
18172,tannb001,Tanner,Bruce,06/12/1985,,04/03/2001,,1985-06-12,Bruce Tanner
18174,tapak001,Tapani,Kevin,07/04/1989,,,,1989-07-04,Kevin Tapani
18175,tapir001,Tapia,Raimel,09/02/2016,,,,2016-09-02,Raimel Tapia
18179,tarat001,Tarasco,Tony,04/30/1993,,04/01/2013,,1993-04-30,Tony Tarasco
18181,tartd001,Tartabull,Danny,09/07/1984,,,,1984-09-07,Danny Tartabull
18183,tartt001,Tartamella,Travis,09/23/2015,,,,2015-09-23,Travis Tartamella
18184,tarvl001,Tarver,La Schelle,07/12/1986,,,,1986-07-12,La Schelle Tarver
18186,tascj001,Taschner,Jack,06/11/2005,,,,2005-06-11,Jack Taschner
18187,tataj001,Tata,Jordan,04/06/2006,,,,2006-04-06,Jordan Tata
18195,tates001,Tate,Stu,09/20/1989,,,,1989-09-20,Stu Tate
18197,tatey001,Tateyama,Yoshinori,05/24/2011,,,,2011-05-24,Yoshinori Tateyama
18198,tatif001,Tatis,Fernando,07/26/1997,,,,1997-07-26,Fernando Tatis
18199,tatir001,Tatis,Ramon,04/06/1997,,,,1997-04-06,Ramon Tatis
18200,tatuc001,Tatum,Craig,07/21/2009,,,,2009-07-21,Craig Tatum
18202,tatuj001,Tatum,Jim,09/18/1992,,,,1992-09-18,Jim Tatum
18205,taubt001,Taubenheim,Ty,05/20/2006,,,,2006-05-20,Ty Taubenheim
18206,taube001,Taubensee,Ed,05/18/1991,,,,1991-05-18,Ed Taubensee
18208,taucm001,Tauchman,Mike,06/27/2017,,,,2017-06-27,Mike Tauchman
18211,tavaj002,Tavarez,Jesus,05/23/1994,,,,1994-05-23,Jesus Tavarez
18212,tavaj001,Tavarez,Julian,08/07/1993,,,,1993-08-07,Julian Tavarez
18216,taveo001,Taveras,Oscar,05/31/2014,,,,2014-05-31,Oscar Taveras
18217,tavew001,Taveras,Willy,09/06/2004,,,,2004-09-06,Willy Taveras
18218,tayla001,Taylor,Aaron,09/09/2002,,,,2002-09-09,Aaron Taylor
18219,tayla002,Taylor,Andrew,09/27/2012,,,,2012-09-27,Andrew Taylor
18221,taylb002,Taylor,Ben,04/07/2017,,,,2017-04-07,Ben Taylor
18225,taylb001,Taylor,Billy,04/05/1994,,,,1994-04-05,Billy Taylor
18232,taylc001,Taylor,Chris,07/24/2014,,,,2014-07-24,Chris Taylor
18235,tayld002,Taylor,Dorn,04/30/1987,,,,1987-04-30,Dorn Taylor
18237,tayld001,Taylor,Dwight,04/14/1986,,,,1986-04-14,Dwight Taylor
18243,taylg001,Taylor,Graham,04/26/2009,,,,2009-04-26,Graham Taylor
18253,taylk001,Taylor,Kerry,04/13/1993,,,,1993-04-13,Kerry Taylor
18256,taylm002,Taylor,Michael,08/12/2014,,,,2014-08-12,Michael Taylor
18257,taylm001,Taylor,Michael,09/02/2011,,,,2011-09-02,Michael Taylor
18259,taylr001,Taylor,Reggie,09/17/2000,,,,2000-09-17,Reggie Taylor
18262,tayls002,Taylor,Scott,07/28/1995,,,,1995-07-28,Scott Taylor
18263,tayls001,Taylor,Scott,09/17/1992,,,,1992-09-17,Scott Taylor
18264,taylt001,Taylor,Terry,08/19/1988,,,,1988-08-19,Terry Taylor
18267,taylw001,Taylor,Wade,06/02/1991,,,,1991-06-02,Wade Taylor
18272,tazaj001,Tazawa,Junichi,08/07/2009,,,,2009-08-07,Junichi Tazawa
18274,teafe001,Teaford,Everett,05/17/2011,,,,2011-05-17,Everett Teaford
18275,teagt001,Teagarden,Taylor,07/18/2008,,,,2008-07-18,Taylor Teagarden
18276,teahm001,Teahen,Mark,04/04/2005,,,,2005-04-04,Mark Teahen
18283,tehej001,Teheran,Julio,05/07/2011,,,,2011-05-07,Julio Teheran
18284,teixm001,Teixeira,Mark,04/01/2003,,,,2003-04-01,Mark Teixeira
18285,tejam001,Tejada,Miguel,08/27/1997,,,,1997-08-27,Miguel Tejada
18286,tejar001,Tejada,Ruben,04/07/2010,,,,2010-04-07,Ruben Tejada
18287,tejaw001,Tejada,Wilfredo,09/09/1986,,,,1986-09-09,Wilfredo Tejada
18288,tejer001,Tejeda,Rob,05/10/2005,,,,2005-05-10,Rob Tejeda
18289,tejem001,Tejera,Michael,09/08/1999,,,,1999-09-08,Michael Tejera
18290,tekob001,Tekotte,Blake,05/25/2011,,,,2011-05-25,Blake Tekotte
18292,telea001,Telemaco,Amaury,05/16/1996,,,,1996-05-16,Amaury Telemaco
18293,telfa001,Telford,Anthony,08/19/1990,,,,1990-08-19,Anthony Telford
18295,telgd001,Telgheder,Dave,06/12/1993,,,,1993-06-12,Dave Telgheder
18296,telit001,Telis,Tomas,08/25/2014,,,,2014-08-25,Tomas Telis
18308,teper001,Tepera,Ryan,05/10/2015,,,,2015-05-10,Ryan Tepera
18309,tepen001,Tepesch,Nick,04/09/2013,,,,2013-04-09,Nick Tepesch
18311,terdj001,Terdoslavich,Joey,07/04/2013,,,,2013-07-04,Joey Terdoslavich
18318,terrw001,Terrell,Walt,09/18/1982,,,,1982-09-18,Walt Terrell
18319,terrl001,Terrero,Luis,07/10/2003,,,,2003-07-10,Luis Terrero
18324,terrs001,Terry,Scott,04/09/1986,,,,1986-04-09,Scott Terry
18332,tessj001,Tessmer,Jay,08/27/1998,,,,1998-08-27,Jay Tessmer
18335,tettm001,Tettleton,Mickey,06/30/1984,,,,1984-06-30,Mickey Tettleton
18336,teuft001,Teufel,Tim,09/03/1983,,04/05/2012,,1983-09-03,Tim Teufel
18337,teutn001,Teut,Nate,05/04/2002,,,,2002-05-04,Nate Teut
18338,tewkb001,Tewksbury,Bob,04/11/1986,,,,1986-04-11,Bob Tewksbury
18339,texek001,Texeira,Kanekoa,04/06/2010,,,,2010-04-06,Kanekoa Texeira
18343,thame001,Thames,Eric,05/18/2011,,,,2011-05-18,Eric Thames
18344,thamm001,Thames,Marcus,06/10/2002,,04/05/2016,,2002-06-10,Marcus Thames
18346,thatj001,Thatcher,Joe,07/26/2007,,,,2007-07-26,Joe Thatcher
18347,thayd001,Thayer,Dale,05/22/2009,,,,2009-05-22,Dale Thayer
18354,therr001,Theriot,Ryan,09/13/2005,,,,2005-09-13,Ryan Theriot
18355,therj001,Therrien,Jesen,07/29/2017,,,,2017-07-29,Jesen Therrien
18359,thiec001,Thielbar,Caleb,05/20/2013,,,,2013-05-20,Caleb Thielbar
18364,thigb001,Thigpen,Bobby,08/06/1986,,04/01/2013,,1986-08-06,Bobby Thigpen
18365,thigc001,Thigpen,Curtis,06/06/2007,,,,2007-06-06,Curtis Thigpen
18366,thobj001,Thobe,J.J.,09/18/1995,,,,1995-09-18,J.J. Thobe
18367,thobt001,Thobe,Tom,09/12/1995,,,,1995-09-12,Tom Thobe
18369,tholj001,Thole,Josh,09/03/2009,,,,2009-09-03,Josh Thole
18370,thoma001,Thomas,Andres,09/03/1985,,,,1985-09-03,Andres Thomas
18373,thomb001,Thomas,Brad,05/26/2001,,,,2001-05-26,Brad Thomas
18377,thomc001,Thomas,Charles,06/23/2004,,,,2004-06-23,Charles Thomas
18379,thomc002,Thomas,Clete,03/31/2008,,,,2008-03-31,Clete Thomas
18383,thomf001,Thomas,Frank,08/02/1990,,,,1990-08-02,Frank Thomas
18391,thomi001,Thomas,Ian,03/31/2014,,,,2014-03-31,Ian Thomas
18393,thomj006,Thomas,Justin,09/01/2008,,,,2008-09-01,Justin Thomas
18395,thoml001,Thomas,Larry,08/11/1995,,,,1995-08-11,Larry Thomas
18399,thomm003,Thomas,Mike,07/12/1995,,,,1995-07-12,Mike Thomas
18414,thomj002,Thome,Jim,09/04/1991,,,,1991-09-04,Jim Thome
18415,thoma003,Thompson,Aaron,08/24/2011,,,,2011-08-24,Aaron Thompson
18417,thoma002,Thompson,Andy,05/02/2000,,,,2000-05-02,Andy Thompson
18419,thomb002,Thompson,Brad,05/08/2005,,,,2005-05-08,Brad Thompson
18421,thomd003,Thompson,Daryl,06/21/2008,,,,2008-06-21,Daryl Thompson
18422,thomd002,Thompson,Derek,05/28/2005,,,,2005-05-28,Derek Thompson
18432,thomj007,Thompson,Jake,08/06/2016,,,,2016-08-06,Jake Thompson
18434,thomj004,Thompson,Jason,06/09/1996,,,,1996-06-09,Jason Thompson
18437,thomj003,Thompson,Justin,05/27/1996,,,,1996-05-27,Justin Thompson
18438,thomk001,Thompson,Kevin,06/03/2006,,,,2006-06-03,Kevin Thompson
18440,thomm002,Thompson,Mark,07/26/1994,,,,1994-07-26,Mark Thompson
18441,thomm004,Thompson,Mike,05/17/2006,,,,2006-05-17,Mike Thompson
18444,thomm001,Thompson,Milt,09/04/1984,,04/05/2004,,1984-09-04,Milt Thompson
18446,thomr005,Thompson,Rich,04/07/2004,,,,2004-04-07,Rich Thompson
18447,thomr002,Thompson,Rich,04/28/1985,,,,1985-04-28,Rich Thompson
18448,thomr006,Thompson,Rich,09/01/2007,,,,2007-09-01,Rich Thompson
18449,thomr003,Thompson,Robby,04/08/1986,,04/03/2000,,1986-04-08,Robby Thompson
18450,thomr004,Thompson,Ryan,09/01/1992,,,,1992-09-01,Ryan Thompson
18454,thomt001,Thompson,Taylor,07/20/2014,,,,2014-07-20,Taylor Thompson
18458,thomt002,Thompson,Trayce,08/04/2015,,,,2015-08-04,Trayce Thompson
18464,thomj005,Thomson,John,05/11/1997,,,,1997-05-11,John Thomson
18469,thors001,Thorman,Scott,06/18/2006,,,,2006-06-18,Scott Thorman
18471,thort001,Thornburg,Tyler,06/19/2012,,,,2012-06-19,Tyler Thornburg
18474,thorl001,Thornton,Lou,04/08/1985,,,,1985-04-08,Lou Thornton
18475,thorm001,Thornton,Matt,06/27/2004,,,,2004-06-27,Matt Thornton
18482,three001,Threets,Erick,09/12/2007,,,,2007-09-12,Erick Threets
18488,thurc001,Thurman,Corey,04/05/2002,,,,2002-04-05,Corey Thurman
18489,thurg001,Thurman,Gary,08/30/1987,,07/05/2007,,1987-08-30,Gary Thurman
18490,thurm002,Thurman,Mike,09/02/1997,,,,1997-09-02,Mike Thurman
18491,thurm001,Thurmond,Mark,05/14/1983,,,,1983-05-14,Mark Thurmond
18492,thurj001,Thurston,Joseph,09/02/2002,,,,2002-09-02,Joseph Thurston
18495,tibbj001,Tibbs,Jay,07/15/1984,,,,1984-07-15,Jay Tibbs
18505,tifft001,Tiffee,Terry,09/01/2004,,,,2004-09-01,Terry Tiffee
18514,tillc001,Tillman,Chris,07/29/2009,,,,2009-07-29,Chris Tillman
18517,tillr001,Tillman,Rusty,06/06/1982,,,,1982-06-06,Rusty Tillman
18518,tilsc001,Tilson,Charlie,08/02/2016,,,,2016-08-02,Charlie Tilson
18521,timlm001,Timlin,Mike,04/08/1991,,,,1991-04-08,Mike Timlin
18523,timmo001,Timmons,Ozzie,04/26/1995,,,,1995-04-26,Ozzie Timmons
18525,timpc001,Timpner,Clay,04/08/2008,,,,2008-04-08,Clay Timpner
18528,tingr001,Tingley,Ron,09/25/1982,,,,1982-09-25,Ron Tingley
18533,tinsl001,Tinsley,Lee,04/06/1993,,04/03/2006,,1993-04-06,Lee Tinsley
18547,tobim001,Tobin,Mason,04/02/2011,,,,2011-04-02,Mason Tobin
18550,tocaj001,Toca,Jorge,09/12/1999,,,,1999-09-12,Jorge Toca
18554,toddj001,Todd,Jess,06/05/2009,,,,2009-06-05,Jess Todd
18559,tolak001,Tolar,Kevin,09/11/2000,,,,2000-09-11,Kevin Tolar
18560,tolbm001,Tolbert,Matt,04/01/2008,,,,2008-04-01,Matt Tolbert
18561,tolej001,Tolentino,Jose,07/28/1991,,,,1991-07-28,Jose Tolentino
18562,tolea001,Toles,Andrew,07/08/2016,,,,2016-07-08,Andrew Toles
18563,tolif001,Toliver,Freddie,09/15/1984,,,,1984-09-15,Freddie Toliver
18564,tollb001,Tollberg,Brian,06/20/2000,,,,2000-06-20,Brian Tollberg
18565,tolls002,Tolleson,Shawn,06/07/2012,,,,2012-06-07,Shawn Tolleson
18566,tolls001,Tolleson,Steven,04/28/2010,,,,2010-04-28,Steven Tolleson
18567,tollw001,Tolleson,Wayne,09/01/1981,,,,1981-09-01,Wayne Tolleson
18568,tolla001,Tolliver,Ashur,05/26/2016,,,,2016-05-26,Ashur Tolliver
18569,tolmt001,Tolman,Tim,09/09/1981,,04/02/2007,,1981-09-09,Tim Tolman
18572,tomay001,Tomas,Yasmany,04/15/2015,,,,2015-04-15,Yasmany Tomas
18574,tomba001,Tomberlin,Andy,08/12/1993,,,,1993-08-12,Andy Tomberlin
18576,tomkb001,Tomko,Brett,05/27/1997,,,,1997-05-27,Brett Tomko
18578,tomlj001,Tomlin,Josh,07/27/2010,,,,2010-07-27,Josh Tomlin
18579,tomlr001,Tomlin,Randy,08/06/1990,,,,1990-08-06,Randy Tomlin
18580,tomlk001,Tomlinson,Kelby,08/03/2015,,,,2015-08-03,Kelby Tomlinson
18586,tonim001,Tonis,Mike,06/20/2004,,,,2004-06-20,Mike Tonis
18588,tonkm001,Tonkin,Michael,07/11/2013,,,,2013-07-11,Michael Tonkin
18595,torct001,Torcato,Tony,07/26/2002,,,,2002-07-26,Tony Torcato
18597,torew001,Toregas,Wyatt,08/01/2009,,,,2009-08-01,Wyatt Toregas
18604,torrs002,Torrealba,Steve,10/06/2001,,,,2001-10-06,Steve Torrealba
18605,torry001,Torrealba,Yorvit,09/05/2001,,,,2001-09-05,Yorvit Torrealba
18606,torrl001,Torrens,Luis,04/03/2017,,,,2017-04-03,Luis Torrens
18607,torra002,Torres,Alex,07/18/2011,,,,2011-07-18,Alex Torres
18608,torra001,Torres,Andres,04/07/2002,,,,2002-04-07,Andres Torres
18610,torrc001,Torres,Carlos,07/22/2009,,,,2009-07-22,Carlos Torres
18612,torrd001,Torres,Dilson,04/29/1995,,,,1995-04-29,Dilson Torres
18613,torre001,Torres,Eider,04/26/2008,,,,2008-04-26,Eider Torres
18617,torrj001,Torres,Jose,09/22/2016,,,,2016-09-22,Jose Torres
18618,torrr002,Torres,Ramon,06/07/2017,,,,2017-06-07,Ramon Torres
18621,torrs001,Torres,Salomon,08/29/1993,,,,1993-08-29,Salomon Torres
18622,torrr001,Torreyes,Ronald,09/13/2015,,,,2015-09-13,Ronald Torreyes
18624,torvk001,Torve,Kelvin,06/25/1988,,,,1988-06-25,Kelvin Torve
18626,tosor001,Tosoni,Rene,04/28/2011,,,,2011-04-28,Rene Tosoni
18631,tovaw001,Tovar,Wilfredo,09/22/2013,,,,2013-09-22,Wilfredo Tovar
18632,towej001,Towers,Josh,05/02/2001,,,,2001-05-02,Josh Towers
18633,towlj001,Towles,J.R.,09/05/2007,,,,2007-09-05,J.R. Towles
18641,trabb001,Traber,Billy,04/04/2003,,,,2003-04-04,Billy Traber
18642,trabj001,Traber,Jim,09/21/1984,,,,1984-09-21,Jim Traber
18644,tracs002,Tracey,Sean,06/08/2006,,,,2006-06-08,Sean Tracey
18645,tracs001,Trachsel,Steve,09/19/1993,,,,1993-09-19,Steve Trachsel
18646,traca001,Tracy,Andy,04/25/2000,,,,2000-04-25,Andy Tracy
18647,tracc001,Tracy,Chad,04/21/2004,,,,2004-04-21,Chad Tracy
18648,tracj101,Tracy,Jim,07/20/1980,4/2/2001,04/26/1995,,1980-07-20,Jim Tracy
18649,tracm001,Tracy,Matt,04/11/2015,,,,2015-04-11,Matt Tracy
18655,tramb001,Trammell,Bubba,04/01/1997,,,,1997-04-01,Bubba Trammell
18657,trauj001,Trautwein,John,04/07/1988,,,,1988-04-07,John Trautwein
18661,travd001,Travis,Devon,04/06/2015,,,,2015-04-06,Devon Travis
18662,travs001,Travis,Sam,05/24/2017,,,,2017-05-24,Sam Travis
18664,traxb001,Traxler,Brian,04/24/1990,,,,1990-04-24,Brian Traxler
18671,treaj001,Treadway,Jeff,09/04/1987,,,,1987-09-04,Jeff Treadway
18674,tream001,Treanor,Matt,06/02/2004,,,,2004-06-02,Matt Treanor
18677,treib001,Treinen,Blake,04/12/2014,,,,2014-04-12,Blake Treinen
18684,tremc001,Tremie,Chris,07/01/1995,,,,1995-07-01,Chris Tremie
18694,triga001,Triggs,Andrew,04/25/2016,,,,2016-04-25,Andrew Triggs
18699,triuc001,Triunfel,Carlos,09/07/2012,,,,2012-09-07,Carlos Triunfel
18700,trlir001,Trlicek,Ricky,04/08/1992,,,,1992-04-08,Ricky Trlicek
18702,tromm001,Trombley,Mike,08/19/1992,,,,1992-08-19,Mike Trombley
18703,tronr001,Troncoso,Ramon,04/01/2008,,,,2008-04-01,Ramon Troncoso
18704,tropn001,Tropeano,Nick,09/10/2014,,,,2014-09-10,Nick Tropeano
18712,troum001,Trout,Mike,07/08/2011,,,,2011-07-08,Mike Trout
18718,trubc001,Truby,Chris,06/16/2000,,,,2000-06-16,Chris Truby
18722,trujj001,Trujillo,J.J.,06/11/2002,,,,2002-06-11,J.J. Trujillo
18723,trujm001,Trujillo,Mike,04/14/1985,,,,1985-04-14,Mike Trujillo
18724,trumm001,Trumbo,Mark,09/11/2010,,,,2010-09-11,Mark Trumbo
18726,tsamg001,Tsamis,George,04/26/1993,,,,1993-04-26,George Tsamis
18727,tsaoc001,Tsao,Chin-hui,07/25/2003,,,,2003-07-25,Chin-hui Tsao
18729,tsenj001,Tseng,Jen-Ho,09/14/2017,,,,2017-09-14,Jen-Ho Tseng
18731,tubbg001,Tubbs,Greg,08/01/1993,,,,1993-08-01,Greg Tubbs
18733,tucke001,Tucker,Eddie,06/14/1992,,,,1992-06-14,Eddie Tucker
18734,tuckm001,Tucker,Michael,04/26/1995,,,,1995-04-26,Michael Tucker
18736,tuckp001,Tucker,Preston,05/07/2015,,,,2015-05-07,Preston Tucker
18737,tuckr001,Tucker,Ryan,06/08/2008,,,,2008-06-08,Ryan Tucker
18738,tuckt001,Tucker,T.J.,06/03/2000,,,,2000-06-03,T.J. Tucker
18744,tuftb101,Tufts,Bob,08/10/1981,,,,1981-08-10,Bob Tufts
18745,tuiam001,Tuiasosopo,Matt,09/05/2008,,,,2008-09-05,Matt Tuiasosopo
18746,tuivs001,Tuivailala,Sam,09/09/2014,,,,2014-09-09,Sam Tuivailala
18747,tulot001,Tulowitzki,Troy,08/30/2006,,,,2006-08-30,Troy Tulowitzki
18750,tunnl001,Tunnell,Lee,09/04/1982,,04/03/2006,,1982-09-04,Lee Tunnell
18751,tupmm001,Tupman,Matt,05/18/2008,,,,2008-05-18,Matt Tupman
18752,turab001,Turang,Brian,08/13/1993,,,,1993-08-13,Brian Turang
18759,turln001,Turley,Nik,06/11/2017,,,,2017-06-11,Nik Turley
18760,turnd001,Turnbow,Derrick,04/17/2000,,,,2000-04-17,Derrick Turnbow
18761,turnc001,Turner,Chris,08/27/1993,,,,1993-08-27,Chris Turner
18763,turnj002,Turner,Jacob,07/30/2011,,,,2011-07-30,Jacob Turner
18766,turnj001,Turner,Justin,09/08/2009,,,,2009-09-08,Justin Turner
18769,turnm001,Turner,Matt,04/23/1993,,,,1993-04-23,Matt Turner
18770,turns001,Turner,Shane,08/19/1988,,,,1988-08-19,Shane Turner
18771,turns002,Turner,Stuart,04/06/2017,,,,2017-04-06,Stuart Turner
18777,turnt001,Turner,Trea,08/21/2015,,,,2015-08-21,Trea Turner
18787,twitj101,Twitty,Jeff,07/05/1980,,,,1980-07-05,Jeff Twitty
18796,tynej001,Tyner,Jason,06/05/2000,,,,2000-06-05,Jason Tyner
18807,uehak001,Uehara,Koji,04/08/2009,,,,2009-04-08,Koji Uehara
18808,uggld001,Uggla,Dan,04/03/2006,,,,2006-04-03,Dan Uggla
18809,uguel001,Ugueto,Luis,04/03/2002,,,,2002-04-03,Luis Ugueto
18817,ujduj001,Ujdur,Jerry,08/17/1980,,,,1980-08-17,Jerry Ujdur
