seq_events,GAME_ID,YEAR_ID,AWAY_TEAM_ID,INN_CT,BAT_HOME_ID,OUTS_CT,BALLS_CT,STRIKES_CT,PITCH_SEQ_TX,AWAY_SCORE_CT,HOME_SCORE_CT,BAT_ID,BAT_HAND_CD,RESP_BAT_ID,RESP_BAT_HAND_CD,PIT_ID,PIT_HAND_CD,RES_PIT_ID,RES_PIT_HAND_CD,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,EVENT_TX,LEADOFF_FL,PH_FL,BAT_FLD_CD,BAT_LINEUP_ID,EVENT_CD,BAT_EVENT_FL,AB_FL,H_CD,SH_FL,SF_FL,EVENT_OUTS_CT,DP_FL,TP_FL,RBI_CT,WP_FL,PB_FL,FLD_CD,BATTEDBALL_CD,BUNT_FL,FOUL_FL,BATTEDBALL_LOC_TX,ERR_CT,ERR1_FLD_CD,ERR1_CD,ERR2_FLD_CD,ERR2_CD,ERR3_FLD_CD,ERR3_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,BAT_PLAY_TX,RUN1_PLAY_TX,RUN2_PLAY_TX,RUN3_PLAY_TX,RUN1_SB_FL,RUN2_SB_FL,RUN3_SB_FL,RUN1_CS_FL,RUN2_CS_FL,RUN3_CS_FL,RUN1_PK_FL,RUN2_PK_FL,RUN3_PK_FL,RUN1_RESP_PIT_ID,RUN2_RESP_PIT_ID,RUN3_RESP_PIT_ID,GAME_NEW_FL,GAME_END_FL,PR_RUN1_FL,PR_RUN2_FL,PR_RUN3_FL,REMOVED_FOR_PR_RUN1_ID,REMOVED_FOR_PR_RUN2_ID,REMOVED_FOR_PR_RUN3_ID,REMOVED_FOR_PH_BAT_ID,REMOVED_FOR_PH_BAT_FLD_CD,PO1_FLD_CD,PO2_FLD_CD,PO3_FLD_CD,ASS1_FLD_CD,ASS2_FLD_CD,ASS3_FLD_CD,ASS4_FLD_CD,ASS5_FLD_CD,EVENT_ID,HOME_TEAM_ID,BAT_TEAM_ID,FLD_TEAM_ID,BAT_LAST_ID,INN_NEW_FL,INN_END_FL,START_BAT_SCORE_CT,START_FLD_SCORE_CT,INN_RUNS_CT,GAME_PA_CT,INN_PA_CT,PA_NEW_FL,PA_TRUNC_FL,START_BASES_CD,END_BASES_CD,BAT_START_FL,RESP_BAT_START_FL,PIT_START_FL,RESP_PIT_START_FL,RUN1_FLD_CD,RUN1_LINEUP_ID,RUN1_ORIGIN_EVENT_ID,RUN2_FLD_CD,RUN2_LINEUP_ID,RUN2_ORIGIN_EVENT_ID,RUN3_FLD_CD,RUN3_LINEUP_ID,RUN3_ORIGIN_EVENT_ID,RUN1_RESP_CATCH_ID,RUN2_RESP_CATCH_ID,RUN3_RESP_CATCH_ID,PA_BALL_CT,PA_CALLED_BALL_CT,PA_INTENT_BALL_CT,PA_PITCHOUT_BALL_CT,PA_HIT_BALL_CT,PA_OTHER_BALL_CT,PA_STRIKE_CT,PA_CALLED_STRIKE_CT,PA_SWINGMISS_STRIKE_CT,PA_FOUL_STRIKE_CT,PA_BIP_STRIKE_CT,PA_OTHER_STRIKE_CT,EVENT_RUNS_CT,FLD_ID,BASE2_FORCE_FL,BASE3_FORCE_FL,BASE4_FORCE_FL,BAT_SAFE_ERR_FL,BAT_FATE_ID,RUN1_FATE_ID,RUN2_FATE_ID,RUN3_FATE_ID,FATE_RUNS_CT,ASS6_FLD_CD,ASS7_FLD_CD,ASS8_FLD_CD,ASS9_FLD_CD,ASS10_FLD_CD,UNKNOWN_OUT_EXC_FL,UNCERTAIN_PLAY_EXC_FL
9991285,ANA201604040,2016,CHN,4,0,0,3,1,SBBBB,1,0,rizza001,L,rizza001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,W,T,F,3,4,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,23,ANA,CHN,ANA,0,T,F,1,0,0,12,0,T,F,0,1,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,4,4,0,0,0,0,1,0,1,0,0,0,0,,F,F,F,F,4,0,0,0,2,0,0,0,0,0,F,F
9991286,ANA201604040,2016,CHN,4,0,0,3,2,F1FFB*BB1B,1,0,bryak001,R,bryak001,R,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,rizza001,,,W.1-2,F,F,5,5,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,richg002,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,24,ANA,CHN,ANA,0,F,F,1,0,0,13,1,T,F,1,3,T,T,T,T,3,4,23,0,0,0,0,0,0,perec003,,,4,4,0,0,0,0,3,0,0,3,0,0,0,,F,F,F,F,4,4,0,0,2,0,0,0,0,0,F,F
9991287,ANA201604040,2016,CHN,4,0,0,3,2,B*BSFF*BX,1,0,schwk001,L,schwk001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,bryak001,rizza001,,3/G.2-3;1-2,F,F,7,6,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,2,3,0,3,,,,F,F,F,F,F,F,F,F,F,richg002,richg002,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,25,ANA,CHN,ANA,0,F,F,1,0,0,14,2,T,F,3,6,T,T,T,T,5,5,24,3,4,23,0,0,0,perec003,perec003,,3,3,0,0,0,0,4,0,1,2,1,0,0,cronc002,F,F,F,F,0,4,4,0,2,0,0,0,0,0,F,F
9991288,ANA201604040,2016,CHN,4,0,1,0,1,SX,1,0,solej001,R,solej001,R,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,bryak001,rizza001,S7/G+.3-H;2-3,F,F,10,7,20,T,T,1,F,F,0,F,F,1,F,F,7,G,F,F,,0,0,N,0,N,0,N,1,0,3,4,,,,,F,F,F,F,F,F,F,F,F,,richg002,richg002,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,26,ANA,CHN,ANA,0,F,F,1,0,0,15,3,T,F,6,5,T,T,T,T,0,0,0,5,5,24,3,4,23,,perec003,perec003,0,0,0,0,0,0,2,0,1,0,1,0,1,navad002,F,F,F,F,0,0,4,4,1,0,0,0,0,0,F,F
9991289,ANA201604040,2016,CHN,4,0,1,3,2,BFFFFBFBX,2,0,montm001,L,montm001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,solej001,,bryak001,S6/G.3-H;1-2,F,F,2,8,20,T,T,1,F,F,0,F,F,1,F,F,6,G,F,F,,0,0,N,0,N,0,N,1,2,0,4,,,,,F,F,F,F,F,F,F,F,F,richg002,,richg002,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,27,ANA,CHN,ANA,0,F,F,2,0,1,16,4,T,F,5,3,T,T,T,T,10,7,26,0,0,0,5,5,24,perec003,,perec003,3,3,0,0,0,0,6,0,0,5,1,0,1,simma001,F,F,F,F,0,0,0,4,0,0,0,0,0,0,F,F
9991290,ANA201604040,2016,CHN,4,0,1,3,2,STBBBS,3,0,russa002,R,russa002,R,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,montm001,solej001,,K,F,F,6,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,0,2,,,,F,F,F,F,F,F,F,F,F,richg002,richg002,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,28,ANA,CHN,ANA,0,F,F,3,0,2,17,5,T,F,3,3,T,T,T,T,2,8,27,10,7,26,0,0,0,perec003,perec003,,3,3,0,0,0,0,3,0,2,1,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991291,ANA201604040,2016,CHN,4,0,2,2,2,C*BBFC,3,0,fowld001,L,fowld001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,montm001,solej001,,K,F,F,8,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,0,2,,,,F,F,F,F,F,F,F,F,F,richg002,richg002,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,29,ANA,CHN,ANA,0,F,T,3,0,2,18,6,T,F,3,3,T,T,T,T,2,8,27,10,7,26,0,0,0,perec003,perec003,,2,2,0,0,0,0,3,2,0,1,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991292,ANA201604040,2016,CHN,4,1,0,1,2,CCFBFFFFS,3,0,navad002,L,navad002,L,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,K,T,F,7,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,30,ANA,ANA,CHN,1,T,F,0,3,0,10,0,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,8,2,1,5,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991293,ANA201604040,2016,CHN,4,1,1,2,2,BBCFFS,3,0,troum001,R,troum001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,K,F,F,8,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,31,ANA,ANA,CHN,1,F,F,0,3,0,11,1,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,4,1,1,2,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991294,ANA201604040,2016,CHN,4,1,2,0,0,X,3,0,pujoa001,R,pujoa001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,3/P3F,F,F,10,4,2,T,T,0,F,F,1,F,F,0,F,F,3,P,F,T,3F,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,32,ANA,ANA,CHN,1,F,T,0,3,0,12,2,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,rizza001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991295,ANA201604040,2016,CHN,5,0,0,2,1,BFBX,3,0,heywj001,L,heywj001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,3/G,T,F,9,2,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,33,ANA,CHN,ANA,0,T,F,3,0,0,19,0,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,2,0,0,1,1,0,0,cronc002,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991296,ANA201604040,2016,CHN,5,0,1,2,0,BBX,3,0,zobrb001,L,zobrb001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,S7/L-,F,F,4,3,20,T,T,1,F,F,0,F,F,0,F,F,7,L,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,34,ANA,CHN,ANA,0,F,F,3,0,0,20,1,T,F,0,1,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,1,0,0,0,1,0,0,navad002,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991297,ANA201604040,2016,CHN,5,0,1,1,2,FBC+1,3,0,rizza001,L,rizza001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,zobrb001,,,PO1(23),F,F,3,4,8,F,F,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,,23,,,F,F,F,F,F,F,T,F,F,richg002,,,F,F,F,F,F,,,,,0,3,0,0,2,0,0,0,0,35,ANA,CHN,ANA,0,F,F,3,0,0,21,2,T,F,1,0,T,T,T,T,4,3,34,0,0,0,0,0,0,perec003,,,1,1,0,0,0,0,2,1,0,1,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991298,ANA201604040,2016,CHN,5,0,2,2,2,FBC+1.FFFBX,3,0,rizza001,L,rizza001,L,richg002,R,richg002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,8/F,F,F,3,4,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,36,ANA,CHN,ANA,0,F,T,3,0,0,21,2,F,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,6,1,0,4,1,0,0,troum001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991299,ANA201604040,2016,CHN,5,1,0,2,2,FBFBFX,3,0,calhk001,L,calhk001,L,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,43/G,T,F,9,5,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,37,ANA,ANA,CHN,1,T,F,0,3,0,13,0,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,4,0,0,3,1,0,0,zobrb001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991300,ANA201604040,2016,CHN,5,1,1,1,2,CBSX,3,0,cronc002,R,cronc002,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,3/G,F,F,3,6,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,38,ANA,ANA,CHN,1,F,F,0,3,0,14,1,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,3,1,1,0,1,0,0,rizza001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991301,ANA201604040,2016,CHN,5,1,2,0,2,CFX,3,0,simma001,R,simma001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,43/G,F,F,6,7,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,39,ANA,ANA,CHN,1,F,T,0,3,0,15,2,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,1,0,1,1,0,0,zobrb001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991302,ANA201604040,2016,CHN,6,0,0,1,2,.BCCFS,3,0,bryak001,R,bryak001,R,salaf001,R,salaf001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,K,T,F,5,5,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,40,ANA,CHN,ANA,0,T,F,3,0,0,22,0,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,4,2,1,1,0,0,0,,F,F,F,F,0,0,0,0,2,0,0,0,0,0,F,F
9991303,ANA201604040,2016,CHN,6,0,1,3,2,SSBBBC,3,0,schwk001,L,schwk001,L,salaf001,R,salaf001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,K,F,F,7,6,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,41,ANA,CHN,ANA,0,F,F,3,0,0,23,1,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,3,3,0,0,0,0,3,1,2,0,0,0,0,,F,F,F,F,0,0,0,0,2,0,0,0,0,0,F,F
9991304,ANA201604040,2016,CHN,6,0,2,3,2,CBBBSFFB,3,0,solej001,R,solej001,R,salaf001,R,salaf001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,W,F,F,10,7,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,42,ANA,CHN,ANA,0,F,F,3,0,0,24,2,T,F,0,1,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,4,4,0,0,0,0,4,1,1,2,0,0,0,,F,F,F,F,4,0,0,0,2,0,0,0,0,0,F,F
9991305,ANA201604040,2016,CHN,6,0,2,1,1,BFX,3,0,montm001,L,montm001,L,salaf001,R,salaf001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,solej001,,,HR/9/L.1-H,F,F,2,8,23,T,T,4,F,F,0,F,F,2,F,F,0,L,F,F,9,0,0,N,0,N,0,N,4,4,0,0,,,,,F,F,F,F,F,F,F,F,F,salaf001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,43,ANA,CHN,ANA,0,F,F,3,0,0,25,3,T,F,1,0,T,T,F,F,10,7,42,0,0,0,0,0,0,perec003,,,1,1,0,0,0,0,2,0,0,1,1,0,2,,F,F,F,F,4,4,0,0,0,0,0,0,0,0,F,F
9991306,ANA201604040,2016,CHN,6,0,2,0,1,FX,5,0,russa002,R,russa002,R,salaf001,R,salaf001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,8/F,F,F,6,9,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,44,ANA,CHN,ANA,0,F,T,5,0,2,26,4,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,0,0,1,1,0,0,troum001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991307,ANA201604040,2016,CHN,6,1,0,1,2,CFBS,5,0,perec003,R,perec003,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,K,T,F,2,8,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,45,ANA,ANA,CHN,1,T,F,0,5,0,16,0,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,3,1,1,1,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991308,ANA201604040,2016,CHN,6,1,1,1,1,CBX,5,0,giavj001,R,giavj001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,13/G,F,F,4,9,2,T,T,0,F,F,1,F,F,0,F,F,1,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,13,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,1,0,0,0,0,46,ANA,ANA,CHN,1,F,F,0,5,0,17,1,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,2,1,0,0,1,0,0,arrij001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991309,ANA201604040,2016,CHN,6,1,2,1,2,CSBX,5,0,escoy001,R,escoy001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,schwk001,fowld001,heywj001,,,,43/G,F,F,5,1,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,47,ANA,ANA,CHN,1,F,T,0,5,0,18,2,T,F,0,0,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,3,1,1,0,1,0,0,zobrb001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991310,ANA201604040,2016,CHN,7,0,0,0,0,.X,5,0,fowld001,L,fowld001,L,bedrc001,R,bedrc001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,S9/G+,T,F,8,1,20,T,T,1,F,F,0,F,F,0,F,F,9,G,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,48,ANA,CHN,ANA,0,T,F,5,0,0,27,0,T,F,0,1,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,calhk001,F,F,F,F,4,0,0,0,1,0,0,0,0,0,F,F
9991311,ANA201604040,2016,CHN,7,0,0,2,2,CBBFX,5,0,heywj001,L,heywj001,L,bedrc001,R,bedrc001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,fowld001,,,D7/F.1-3,F,F,9,2,21,T,T,2,F,F,0,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,2,3,0,0,,,,,F,F,F,F,F,F,F,F,F,bedrc001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,49,ANA,CHN,ANA,0,F,F,5,0,0,28,1,T,F,1,6,T,T,F,F,8,1,48,0,0,0,0,0,0,perec003,,,2,2,0,0,0,0,3,1,0,1,1,0,0,navad002,F,F,F,F,3,4,0,0,1,0,0,0,0,0,F,F
9991312,ANA201604040,2016,CHN,7,0,0,0,2,CCS,5,0,zobrb001,L,zobrb001,L,bedrc001,R,bedrc001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,heywj001,fowld001,K,F,F,4,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,2,3,2,,,,F,F,F,F,F,F,F,F,F,,bedrc001,bedrc001,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,50,ANA,CHN,ANA,0,F,F,5,0,0,29,2,T,F,6,6,T,T,F,F,0,0,0,9,2,49,8,1,48,,perec003,perec003,0,0,0,0,0,0,3,2,1,0,0,0,0,,F,F,F,F,0,0,3,4,1,0,0,0,0,0,F,F
9991313,ANA201604040,2016,CHN,7,0,1,3,0,IIII,5,0,rizza001,L,rizza001,L,bedrc001,R,bedrc001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,heywj001,fowld001,IW,F,F,3,4,15,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,2,3,,,,,F,F,F,F,F,F,F,F,F,,bedrc001,bedrc001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,51,ANA,CHN,ANA,0,F,F,5,0,0,30,3,T,F,6,7,T,T,F,F,0,0,0,9,2,49,8,1,48,,perec003,perec003,4,0,4,0,0,0,0,0,0,0,0,0,0,,F,F,F,F,0,0,3,4,1,0,0,0,0,0,F,F
9991314,ANA201604040,2016,CHN,7,0,1,2,2,CBC*BX,5,0,bryak001,R,bryak001,R,bedrc001,R,bedrc001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,rizza001,heywj001,fowld001,64(1)/FO/G.3-H;2-3,F,F,5,5,2,T,T,0,F,F,1,F,F,1,F,F,6,G,F,F,,0,0,N,0,N,0,N,1,0,3,4,,64,,,F,F,F,F,F,F,F,F,F,bedrc001,bedrc001,bedrc001,F,F,F,F,F,,,,,0,4,0,0,6,0,0,0,0,52,ANA,CHN,ANA,0,F,F,5,0,0,31,4,T,F,7,5,T,T,F,F,3,4,51,9,2,49,8,1,48,perec003,perec003,perec003,2,2,0,0,0,0,3,2,0,0,1,0,1,simma001,T,F,F,F,1,0,3,4,0,0,0,0,0,0,F,F
9991315,ANA201604040,2016,CHN,7,0,2,1,1,BCX,6,0,schwk001,L,schwk001,L,bedrc001,R,bedrc001,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,bryak001,,heywj001,43/G+,F,F,7,6,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,1,0,3,43,,,,F,F,F,F,F,F,F,F,F,bedrc001,,bedrc001,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,53,ANA,CHN,ANA,0,F,T,6,0,1,32,5,T,F,5,5,T,T,F,F,5,5,52,0,0,0,9,2,49,perec003,,perec003,1,1,0,0,0,0,2,1,0,0,1,0,0,giavj001,F,F,F,F,0,1,0,3,0,0,0,0,0,0,F,F
9991316,ANA201604040,2016,CHN,7,1,0,1,1,.BCX,6,0,navad002,L,navad002,L,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,,S8/F,T,F,7,2,20,T,T,1,F,F,0,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,54,ANA,ANA,CHN,1,T,F,0,6,0,19,0,T,F,0,1,T,T,T,T,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,2,1,0,0,1,0,0,fowld001,F,F,F,F,1,0,0,0,0,0,0,0,0,0,F,F
9991317,ANA201604040,2016,CHN,7,1,0,1,2,CBCS,6,0,troum001,R,troum001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,navad002,,,K,F,F,8,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,arrij001,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,55,ANA,ANA,CHN,1,F,F,0,6,0,20,1,T,F,1,1,T,T,T,T,7,2,54,0,0,0,0,0,0,montm001,,,1,1,0,0,0,0,3,2,1,0,0,0,0,,F,F,F,F,0,1,0,0,0,0,0,0,0,0,F,F
